ACK_ID,FORM_PLAN_YEAR_BEGIN_DATE,FORM_TAX_PRD,TYPE_PLAN_ENTITY_CD,TYPE_DFE_PLAN_ENTITY_CD,INITIAL_FILING_IND,AMENDED_IND,FINAL_FILING_IND,SHORT_PLAN_YR_IND,COLLECTIVE_BARGAIN_IND,F5558_APPLICATION_FILED_IND,EXT_AUTOMATIC_IND,DFVC_PROGRAM_IND,EXT_SPECIAL_IND,EXT_SPECIAL_TEXT,PLAN_NAME,SPONS_DFE_PN,PLAN_EFF_DATE,SPONSOR_DFE_NAME,SPONS_DFE_DBA_NAME,SPONS_DFE_CARE_OF_NAME,SPONS_DFE_MAIL_US_ADDRESS1,SPONS_DFE_MAIL_US_ADDRESS2,SPONS_DFE_MAIL_US_CITY,SPONS_DFE_MAIL_US_STATE,SPONS_DFE_MAIL_US_ZIP,SPONS_DFE_MAIL_FOREIGN_ADDR1,SPONS_DFE_MAIL_FOREIGN_ADDR2,SPONS_DFE_MAIL_FOREIGN_CITY,SPONS_DFE_MAIL_FORGN_PROV_ST,SPONS_DFE_MAIL_FOREIGN_CNTRY,SPONS_DFE_MAIL_FORGN_POSTAL_CD,SPONS_DFE_LOC_US_ADDRESS1,SPONS_DFE_LOC_US_ADDRESS2,SPONS_DFE_LOC_US_CITY,SPONS_DFE_LOC_US_STATE,SPONS_DFE_LOC_US_ZIP,SPONS_DFE_LOC_FOREIGN_ADDRESS1,SPONS_DFE_LOC_FOREIGN_ADDRESS2,SPONS_DFE_LOC_FOREIGN_CITY,SPONS_DFE_LOC_FORGN_PROV_ST,SPONS_DFE_LOC_FOREIGN_CNTRY,SPONS_DFE_LOC_FORGN_POSTAL_CD,SPONS_DFE_EIN,SPONS_DFE_PHONE_NUM,BUSINESS_CODE,ADMIN_NAME,ADMIN_CARE_OF_NAME,ADMIN_US_ADDRESS1,ADMIN_US_ADDRESS2,ADMIN_US_CITY,ADMIN_US_STATE,ADMIN_US_ZIP,ADMIN_FOREIGN_ADDRESS1,ADMIN_FOREIGN_ADDRESS2,ADMIN_FOREIGN_CITY,ADMIN_FOREIGN_PROV_STATE,ADMIN_FOREIGN_CNTRY,ADMIN_FOREIGN_POSTAL_CD,ADMIN_EIN,ADMIN_PHONE_NUM,LAST_RPT_SPONS_NAME,LAST_RPT_SPONS_EIN,LAST_RPT_PLAN_NUM,ADMIN_SIGNED_DATE,ADMIN_SIGNED_NAME,SPONS_SIGNED_DATE,SPONS_SIGNED_NAME,DFE_SIGNED_DATE,DFE_SIGNED_NAME,TOT_PARTCP_BOY_CNT,TOT_ACTIVE_PARTCP_CNT,RTD_SEP_PARTCP_RCVG_CNT,RTD_SEP_PARTCP_FUT_CNT,SUBTL_ACT_RTD_SEP_CNT,BENEF_RCVG_BNFT_CNT,TOT_ACT_RTD_SEP_BENEF_CNT,PARTCP_ACCOUNT_BAL_CNT,SEP_PARTCP_PARTL_VSTD_CNT,CONTRIB_EMPLRS_CNT,TYPE_PENSION_BNFT_CODE,TYPE_WELFARE_BNFT_CODE,FUNDING_INSURANCE_IND,FUNDING_SEC412_IND,FUNDING_TRUST_IND,FUNDING_GEN_ASSET_IND,BENEFIT_INSURANCE_IND,BENEFIT_SEC412_IND,BENEFIT_TRUST_IND,BENEFIT_GEN_ASSET_IND,SCH_R_ATTACHED_IND,SCH_MB_ATTACHED_IND,SCH_SB_ATTACHED_IND,SCH_H_ATTACHED_IND,SCH_I_ATTACHED_IND,SCH_A_ATTACHED_IND,NUM_SCH_A_ATTACHED_CNT,SCH_C_ATTACHED_IND,SCH_D_ATTACHED_IND,SCH_G_ATTACHED_IND,FILING_STATUS,DATE_RECEIVED,VALID_ADMIN_SIGNATURE,VALID_DFE_SIGNATURE,VALID_SPONSOR_SIGNATURE,ADMIN_PHONE_NUM_FOREIGN,SPONS_DFE_PHONE_NUM_FOREIGN,ADMIN_NAME_SAME_SPON_IND,ADMIN_ADDRESS_SAME_SPON_IND,PREPARER_NAME,PREPARER_FIRM_NAME,PREPARER_US_ADDRESS1,PREPARER_US_ADDRESS2,PREPARER_US_CITY,PREPARER_US_STATE,PREPARER_US_ZIP,PREPARER_FOREIGN_ADDRESS1,PREPARER_FOREIGN_ADDRESS2,PREPARER_FOREIGN_CITY,PREPARER_FOREIGN_PROV_STATE,PREPARER_FOREIGN_CNTRY,PREPARER_FOREIGN_POSTAL_CD,PREPARER_PHONE_NUM,PREPARER_PHONE_NUM_FOREIGN,TOT_ACT_PARTCP_BOY_CNT,SUBJ_M1_FILING_REQ_IND,COMPLIANCE_M1_FILING_REQ_IND,M1_RECEIPT_CONFIRMATION_CODE,ADMIN_MANUAL_SIGNED_DATE,ADMIN_MANUAL_SIGNED_NAME
"20170525103322P040039419959001","2016-01-01","2016-12-31","2",,"0","0","0","0","0","1","0","0","0",,"ANDANTEX USA, INC. 401(K) & PROFIT SHARING PLAN","002","2009-04-01","ANDANTEX USA, INC.",,,"1705 VALLEY ROAD",,"WANAMASSA","NJ","07712",,,,,,,,,,,,,,,,,,"222315994","8007136170","335900",,,,,,,,,,,,,,,,,,,"2017-05-25T06:23:01-0500","MARY VACCARELLI",,,,,18,18,0,0,18,0,18,18,0,,"2E2F2G2J2K2T3D",,"0","0","1","0","0","0","1","0","1","0",,"0","1","0",,"0","0","0","FILING_RECEIVED","2017-05-25","Filed with authorized/valid electronic signature",,,,,"1",,,,,,,,,,,,,,,,,18,,,,,
"20170525103328P040001466297001","2016-01-01","2016-12-31","2",,"0","0","0","0","0","1","0","0","0",,"SUPERIOR SUPPORT RESOURCES 401(K) PROFIT SHARING PLAN","001","2007-01-01","SUPERIOR SUPPORT RESOURCES, INC.",,,"405 N CALHOUN ROAD, SUITE 200",,"BROOKFIELD","WI","53005",,,,,,,,,,,,,,,,,,"391864019","2627849772","541600",,,,,,,,,,,,,,,,,,,"2017-05-25T06:29:49-0500","MICHAEL SOBIE",,,,,47,38,0,10,48,0,48,48,7,,"2A2E2F2G2J2K2T3D",,"0","0","1","0","0","0","1","0","1","0",,"0","1","0",,"0","0","0","FILING_RECEIVED","2017-05-25","Filed with authorized/valid electronic signature",,,,,"1",,,,,,,,,,,,,,,,,41,,,,,
"20170525103345P030037139543001","2016-01-01","2016-12-31","2",,"0","0","0","0","0","1","0","0","0",,"ACIPCO MEDICAL GROUP, INC. 401(K) PLAN","001","2006-02-01","ACIPCO MEDICAL GROUP, INC.",,,"3200 16TH STREET NORTH",,"BIRMINGHAM","AL","35207",,,,,,,,,,,,,,,,,,"203892834","2053258003","621111",,,,,,,,,,,,,,,,,,,"2017-05-25T06:33:23-0500","DONNA BRADFORD",,,,,30,26,0,4,30,0,30,19,0,,"2E2F2G2J2K2T3D",,"0","0","1","0","0","0","1","0","1","0",,"0","1","0",,"0","0","0","FILING_RECEIVED","2017-05-25","Filed with authorized/valid electronic signature",,,,,"1",,,,,,,,,,,,,,,,,29,,,,,
"20170525103414P040039421591001","2016-01-01","2016-12-31","2",,"1","0","0","0","0","0","0","0","0",,"BARR BRANDS INTERNATIONAL, INC. HEALTH AND WELFARE","504","2016-01-01","BARR BRANDS INTERNATIONAL, INC.",,,"6750 LENOX CENTER COURT","SUITE 200","MEMPHIS","TN","38115",,,,,,,,,,,,,,,,,,"461120364","9017755424","325900",,,,,,,,,,,,,,,,,,,"2017-05-25T10:33:08-0500","KATIE COLLIER",,,,,352,292,8,7,307,,,,,,,"4A4B4D4E4H4L4Q","1","0","0","1","1","0","0","1","0","0","0","0","0","1","6","0","0","0","FILING_RECEIVED","2017-05-25","Filed with authorized/valid electronic signature",,,,,"1",,,,,,,,,,,,,,,,,344,"2",,,,
"20170525103440P030037140423001","2016-01-01","2016-12-31","2",,"0","0","0","0","0","0","0","0","0",,"CATALYST CORPORATE FCU - LIFE INSURANCE PLAN","501","1995-04-01","CATALYST CORPORATE FCU",,,"6801 PARKWOOD BLVD.",,"PLANO","TX","75024",,,,,,,,,,,,,,,,,,"580501985","2147037691","522130",,,,,,,,,,,,,,,,,,,"2017-05-25T10:34:10-0500","KIMBERLY LO",,,,,171,173,0,0,173,,,,,,,"4B4L","1","0","0","0","1","0","0","0","0","0","0","0","0","1","1","0","0","0","FILING_RECEIVED","2017-05-25","Filed with authorized/valid electronic signature",,,,,"1",,,,,,,,,,,,,,,,,171,"2",,,,
"20170525103502P040039423095001","2016-01-01","2016-12-31","2",,,,,,,,,,,,"RADEMACHER COMPANIES RETIREMENT SAVINGS PLAN","001","1993-01-01","RADEMACHER COMPANIES, INC.",,,"14021 ROUND LAKE BLVD NW",,"ANDOVER","MN","553043665",,,,,,,,,,,,,,,,,,"411766545","7635369600","447100",,,,,,,,,,,,,,,,,,,"2017-05-25T11:34:22-0500","JAMES F KAST",,,,,142,112,4,11,127,0,127,61,7,,"2E2F2G2J2K2T3D3H",,,,"1",,,,"1",,"1",,,"1",,,,"1","1",,"FILING_RECEIVED","2017-05-25","Filed with authorized/valid electronic signature",,,,,"1",,,,,,,,,,,,,,,,,102,,,,,
"20170525103554P030037141479001","2016-01-01","2016-12-31","2",,"0","0","0","0","0","0","0","0","0",,"FAIRFAX RENOVATIONS INC 401(K) PROFIT SHARING PLAN & TRUST","001","2002-01-01","FAIRFAX RENOVATIONS INC",,,"3739 PICKETT RD",,"FAIRFAX","VA","220313603",,,,,,,,,,,,,,,,,,"542041338","7033231668","541990",,,,,,,,,,,,,,,,,,,"2017-05-25T10:35:50-0500","JAMES MCCOY",,,,,27,15,0,11,26,0,26,16,0,,"2E2F2G2J2K2R2T3D",,"0","0","1","0","0","0","1","0","1",,,"0","1","0","0","0","0",,"FILING_RECEIVED","2017-05-25","Filed with authorized/valid electronic signature",,,,,"1",,,,,,,,,,,,,,,,,15,,,,,
"20170525103556P040045237265001","2016-01-01","2016-12-31","2",,"0","0","0","0","0","1","0","0","0",,"HEIM, YOUNG & ASSOCIATES, INC. 401(K) PLAN","001","2007-01-01","HEIM, YOUNG & ASSOCIATES, INC.",,,"1256 E. KINGSLEY STREET",,"SPRINGFIELD","MO","65804",,,,,,,,,,,,,,,,,,"431717820","4178827283","523120",,,,,,,,,,,,,,,,,,,"2017-05-25T06:35:34-0500","TRINITY LEE",,,,,19,15,0,5,20,0,20,20,2,,"2A2E2F2G2J2K2R2T3D",,"0","0","1","0","0","0","1","0","1","0",,"0","1","0",,"0","0","0","FILING_RECEIVED","2017-05-25","Filed with authorized/valid electronic signature",,,,,"1",,,,,,,,,,,,,,,,,16,,,,,
"20170525103634P040039426087001","2016-01-01","2016-12-31","2",,"0","0","0","0","0","1","0","0","0",,"PROPERTY AND ENVIRONMENT RESEARCH CENTER 401(K) PLAN","001","1997-01-01","PROPERTY AND ENVIRONMENT RESEARCH CENTER",,,"2048 ANALYSIS DRIVE SUITE A",,"BOZEMAN","MT","597184055",,,,,,,,,,,,,,,,,,"810393444","4065879591","813000",,,,,,,,,,,,,,,,,,,"2017-05-25T06:32:42-0500","DIANNA RIENHART",,,,,17,8,0,5,13,0,13,13,0,,"2E2F2G2J2K2T3D",,"0","0","1","0","0","0","1","0","1","0",,"0","1","0",,"0","0","0","FILING_RECEIVED","2017-05-25","Filed with authorized/valid electronic signature",,,,,"1",,,,,,,,,,,,,,,,,12,,,,,
"20170525103824P030037143895001","2016-01-01","2016-12-31","2",,"0","0","0","0","0","1","0","0","0",,"JAMES R. MCLAUCHLEN REAL ESTATE, INC. PROFIT SHARING PLAN","001","2001-01-01","JAMES R. MCLAUCHLEN REAL ESTATE, INC.",,,"789 HILL STREET",,"SOUTHAMPTON","NY","11968",,,,,,,,,,,,,,,,,,"112887842","6312830448","531210",,,,,,,,,,,,,,,,,,,"2017-05-25T10:37:51-0500","JAMES R. MCLAUCHLEN","2017-05-25T10:37:51-0500","JAMES R. MCLAUCHLEN",,,2,2,0,0,2,0,2,2,0,,"2A2E2H3D",,"0","0","1","0","0","0","1","0","1","0","0","0","1","0",,"0","0","0","FILING_RECEIVED","2017-05-25","Filed with authorized/valid electronic signature",,"Filed with authorized/valid electronic signature",,,"1",,,,,,,,,,,,,,,,,2,,,,,
"20170525171407P030037697175001","2016-01-01","2016-12-31","2",,"0","0","0","0","0","1","0","0","0",,"SUMMA 401(K) PLAN","001","2007-01-31","SUMMA, INC.",,,"10001 LAKE CITY WAY NE",,"SEATTLE","WA","98125",,,,,,,,,,,,,,,,,,"911521615","2065057070","423800",,,,,,,,,,,,,,,,,,,"2017-05-25T13:13:50-0500","JULIE CLARK",,,,,39,35,0,5,40,0,40,16,0,,"2F2G2J2T3D3H",,"0","0","1","0","0","0","1","0","1","0",,"0","1","0",,"0","0","0","FILING_RECEIVED","2017-05-25","Filed with authorized/valid electronic signature",,,,,"1",,,,,,,,,,,,,,,,,35,,,,,
"20170525171623P040039900663001","2016-01-01","2016-12-31","2",,"0","0","0","0","0","0","0","0","0",,"PIEDMONT CORPORATE ADVISORS, INC. 401(K) PROFIT SHARING PLAN","002","2012-01-01","PIEDMONT CORPORATE ADVISORS, INC.",,,"698 ARKANSAS ST.",,"SAN FRANCISCO","CA","94107",,,,,,,,,,,,,,,,,,"200223819","5106128988","541990",,,,,,,,,,,,,,,,,,,"2017-05-25T17:10:16-0500","DALE CRANDALL",,,,,2,2,0,0,2,0,2,2,0,,"2A2E2F2G2J3D",,"0","0","1","0","0","0","1","0","1","0","0","0","1","0","0","0","0","0","FILING_RECEIVED","2017-05-25","Filed with authorized/valid electronic signature",,,,,"1",,,,,,,,,,,,,,,,,2,,,,,
"20170525172154P030043758369001","2016-01-01","2016-12-31","2",,"0","0","0","0","0","1","0","0","0",,"INTERNATIONAL CENTER FOR ENTREPRENEURIAL DEVELOPMENT, INCORPORATED SAVINGS AND RETIREMENT PLAN","001","1970-03-01","INTERNATIONAL CENTER FOR ENTREPRENEURIAL DEVELOP",,,"12715 TELGE RD",,"CYPRESS","TX","77429",,,,,,,,,,,,,,,,,,"760361043","2812564100","533110",,,,,,,,,,,,,,,,,,,"2017-05-25T13:21:31-0500","STEPHEN HAMMERSTEIN",,,,,56,30,1,17,48,1,49,37,0,,"2E2F2G2J2K2S2T3D",,"0","0","1","0","0","0","1","0","1","0",,"0","1","0","0","0","0","0","FILING_RECEIVED","2017-05-25","Filed with authorized/valid electronic signature",,,,,"1",,,,,,,,,,,,,,,,,33,,,,,
"20170525172527P030037725063001","2016-01-01","2016-12-31","2",,"0","0","0","0","1","1","0","0","0",,"UNITED BUSINESS BANK 401(K) PLAN","001","1994-01-01","UNITED BUSINESS BANK",,,"100 HEGENBERGER ROAD","SUITE 220","OAKLAND","CA","94621",,,,,,,,,,,,,,,,,,"954313342","5105676900","522120",,,,,,,,,,,,,,,,,,,"2017-05-25T13:22:19-0500","KEARY COLWELL",,,,,62,65,1,12,78,1,79,74,3,,"2E2F2G2J2K2S2T3D",,"0","0","1","0","0","0","1","0","1","0",,"0","1","0",,"0","0","0","FILING_RECEIVED","2017-05-25","Filed with authorized/valid electronic signature",,,,,"1",,,,,,,,,,,,,,,,,47,,,,,
"20170525173310P040033491869001","2016-01-01","2016-12-31","2",,"0","0","0","0","0","1","0","0","0",,"AMERICA'S GROWTH CAPITAL 401(K) PLAN","001","2004-01-01","AMERICA'S GROWTH CAPITAL",,,"99 HIGH STREET","22ND FLOOR","BOSTON","MA","02110",,,,,,,,,,,,,,,,,,"450498302","6172614100","523900",,,,,,,,,,,,,,,,,,,"2017-05-25T13:32:51-0500","MATTHEW STUMPF",,,,,61,46,0,19,65,0,65,40,0,,"2E2F2G2J2K2S2T3B3D",,"0","0","1","0","0","0","1","0","1","0",,"0","1","0",,"0","1","0","FILING_RECEIVED","2017-05-25","Filed with authorized/valid electronic signature",,,,,"1",,,,,,,,,,,,,,,,,43,,,,,
"20170525173435P030043766529001","2016-01-01","2016-12-31","2",,"1","0","0","0","0","0","0","0","0",,"LIGHTING RESOURCES, LLC WELFARE BENEFITS PLAN","501","2016-01-01","LIGHTING RESOURCES, LLC",,,"1919 WILLIAMS STREET, SUITE 350",,"SIMI VALLEY","CA","93065",,,,,,,,,,,,,,,,,,"251905692","8056243050","562000",,,,,,,,,,,,,,,,,,,"2017-05-25T17:10:55-0500","SHIRLANE WARDELL",,,,,141,141,0,0,141,,,,,,,"4A4B4D","0","0","0","1","1","0","0","0","0","0","0","0","0","1","6","0","0","0","FILING_RECEIVED","2017-05-25","Filed with authorized/valid electronic signature",,,,,"1",,,,,,,,,,,,,,,,,141,"2",,,,
"20170525173940P040033503149001","2016-01-01","2016-12-31","2",,"0","0","0","0","0","0","0","0","0",,"JAMES E BURKHOLDER DDS PA 401(K) PROFIT SHARING PLAN & TRUST","002","2009-01-01","JAMES E BURKHOLDER DDS PA",,,"2718 LOTUS DRIVE",,"HARLINGEN","TX","78550",,,,,,,,,,,,,,,,,,"271509848","9564281375","621210",,,,,,,,,,,,,,,,,,,"2017-05-25T05:39:36-0500","JANE C BURKHOLDER",,,,,13,11,0,2,13,0,13,11,0,,"2E2F2G2J2R2T3D",,"0","0","1","0","0","0","1","0","1",,,"0","1","0","0","0","0",,"FILING_RECEIVED","2017-05-25","Filed with authorized/valid electronic signature",,,,,"1",,,,,,,,,,,,,,,,,11,,,,,
"20170525174329P030037752727001","2016-01-01","2016-12-31","2",,"0","0","0","0","0","1","0","0","0",,"LAURIMED, LLC 401(K) PLAN","001","2007-08-31","LAURIMED, LLC",,,"500 ARGUELLO ST","STE 100","REDWOOD CITY","CA","94063",,,,,,,,,,,,,,,,,,"203710462","6509951259","339110",,,,,,,,,,,,,,,,,,,"2017-05-25T13:43:14-0500","GRACE DULUK",,,,,3,4,0,0,4,0,4,3,0,,"2F2G2J2T3D",,"0","0","1","0","0","0","1","0","1","0",,"0","1","0",,"0","0","0","FILING_RECEIVED","2017-05-25","Filed with authorized/valid electronic signature",,,,,"1",,,,,,,,,,,,,,,,,3,,,,,
"20170525075226P030036997495001","2016-01-01","2016-12-31","2",,"0","0","0","0","0","1","0","0","0",,"RADIATION ONCOLOGY ASSOCIATES 401(K) PLAN","003","1999-07-01","RADIATION ONCOLOGY ASSOCIATES P.C.",,,"7910 W JEFFERSON BLVD","STE 110","FORT WAYNE","IN","46804",,,,,,,,,,,,,,,,,,"351576258","2604364116","621111",,,,,,,,,,,,,,,,,,,"2017-05-25T03:52:00-0500","NAN ISENBARGER",,,,,26,18,0,6,24,0,24,24,0,,"2E2F2G2J2K2R2T3D",,"0","0","1","0","0","0","1","0","1","0",,"0","1","0",,"0","0","0","FILING_RECEIVED","2017-05-25","Filed with authorized/valid electronic signature",,,,,"1",,,,,,,,,,,,,,,,,17,,,,,
"20170607153916P040056698599001","2016-01-01","2016-08-31","2",,,,"1","1",,"1",,,,,"LOWCOUNTRY LOCKSMITHS, INC. RETIREMENT PLAN","001","2011-06-15","LOWCOUNTRY LOCKSMITHS, INC.",,,"80 HOPSEWEE DRIVE",,"BLUFFTON","SC","29909",,,,,,,,,,,,,,,,,,"452537561","8479030785","561600",,,,,,,,,,,,,,,,,,,"2017-06-07T16:38:37-0500","JOHN J. BLAIDA",,,,,7,0,0,0,0,0,0,0,0,,"2E2G2R3D3H",,,,"1",,,,"1",,,,,,"1",,,,,,"FILING_RECEIVED","2017-06-07","Filed with authorized/valid electronic signature",,,,,"1",,,,,,,,,,,,,,,,,7,,,,,
"20170607153916P030052703271001","2016-01-01","2016-12-31","1",,"0","0","0","0","1","0","0","0","0",,"BRICKLAYERS AND STONE MASONS OF ILLINOIS DC NO.1, B.A.C. ANNUITY FUND","001","1991-06-01","TRUSTEES OF BRICKLAYERS AND STONE MASONS IL DC NO.1 B.A.C. ANNUITY FUN",,,"660 NORTH INDUSTRIAL DRIVE","SUITE 100","ELMHURST","IL","60126",,,,,,,,,,,,,,,,,,"363794397","6306178600","525100",,,,,,,,,,,,,,,,,,,"2017-06-07T15:24:57-0500","JAMES ALLEN","2017-06-05T15:25:40-0500","RICHARD LAUBER",,,5920,5804,,,5804,,5804,,,242,"2E",,"0","0","1","0","0","0","1","0","0","0","0","1","0","0",,"1","1","0","FILING_RECEIVED","2017-06-07","Filed with authorized/valid electronic signature",,"Filed with authorized/valid electronic signature",,,"1",,,"LEGACY PROFESSIONALS LLP","311 S. WACKER DRIVE, STE. 4000",,"CHICAGO","IL","60606",,,,,,,"3123680500",,5920,,,,,
"20170607153936P030052704039001","2016-01-01","2016-12-31","2",,"1","0","0","0","0","0","0","0","0",,"DYNASTY HEALTHCARE GROUP, LLC EMPLOYEE BENEFITS PLAN","502","2005-06-01","DYNASTY HEALTHCARE GROUP, LLC",,,"210 MAGNATE DRIVE","SUITE 100","LAFAYETTE","LA","70508",,,,,,,,,,,,,,,,,,"275166836","3374568510","623000",,,,,,,,,,,,,,,,,,,"2017-06-07T15:34:55-0500","SHANNON PORCHE",,,,,224,199,0,0,199,,,,,,,"4A4B4D4E4Q","1","0","0","0","1","0","0","0","0","0","0","0","0","1","2","0","0","0","FILING_RECEIVED","2017-06-07","Filed with authorized/valid electronic signature",,,,,"1",,,,,,,,,,,,,,,,,224,"2",,,,
"20170607171203P040063517265002","2016-01-01","2016-12-31","2",,,,,,,,,,,,"MAY TRUCKING COMPANY EMPLOYEE BENEFIT PLAN","503","1996-01-01","MAY TRUCKING COMPANY",,,"PO BOX 9039",,"SALEM","OR","97305",,,,,,,"4185 BROOKLAKE RD",,"SALEM","OR","97305",,,,,,,"820266411","5033937030","484120",,,,,,,,,,,,,,,,,,,"2017-06-05T17:56:30-0500","SCOTT SMITH",,,,,606,752,,,752,,0,,,,,"4A4B4D4E4F4H","1",,,"1","1",,,"1",,,,,,"1","7","1",,,"FILING_RECEIVED","2017-06-07","Filed with authorized/valid electronic signature",,,,,"1",,,,,,,,,,,,,,,,,606,"2",,,,
"20170607171231P040063517553001","2016-01-01","2016-12-31","2",,"0","0","0","0","0","0","0","0","0",,"GALLERY 874 INC. PROFIT SHARING PLAN","001","2014-01-31","GALLERY 874 INC.",,,"874 JOSEPH E. LOWERY BLVD. NW",,"ATLANTA","GA","30318",,,,,,,,,,,,,,,,,,"464689169","4044800874","712100",,,,,,,,,,,,,,,,,,,"2017-06-07T12:19:59-0500","SCOTT RICHTER","2017-06-07T12:19:59-0500","SCOTT RICHTER",,,2,2,0,0,2,0,2,1,0,,"2A2E2F2G2R3D",,,,"1",,,,"1",,,,,,"1",,,,,,"FILING_RECEIVED","2017-06-07","Filed with authorized/valid electronic signature",,"Filed with authorized/valid electronic signature",,,"1",,,,,,,,,,,,,,,,,2,,,,,
"20170607171350P040063518353001","2016-01-01","2016-12-31","2",,"0","0","0","0","0","0","0","0","0",,"AMERICAN GUN & PAWN, INC. PROFIT SHARING PLAN","001","2014-02-12","AMERICAN GUN & PAWN, INC.",,,"1118 E. JEFFERSON ST",,"BROOKSVILLE","FL","34601",,,,,,,,,,,,,,,,,,"464830719","3525937296","453310",,,,,,,,,,,,,,,,,,,"2017-06-07T11:43:14-0500","STEVE CHAMPION","2017-06-07T11:43:14-0500","STEVE CHAMPION",,,3,7,0,0,7,0,7,2,0,,"2A2E2F2G2R3D",,,,"1",,,,"1",,,,,,"1",,,,,,"FILING_RECEIVED","2017-06-07","Filed with authorized/valid electronic signature",,"Filed with authorized/valid electronic signature",,,"1",,,,,,,,,,,,,,,,,3,,,,,
"20170607171406P040063518609001","2016-01-01","2016-12-31","2",,"0","1","0","0","0","1","0","0","0",,"KUEHNE & NAGEL PUERTO RICO 401(K) PLAN","006","1993-01-01","KUEHNE & NAGEL INC.",,,"10 EXCHANGE PLACE, 19TH FLOOR",,"JERSEY CITY","NJ","07302",,,,,,,,,,,,,,,,,,"132571986","2014135681","561490",,,,,,,,,,,,,,,,,,,"2017-06-07T17:13:39-0500","JOHN S. GERGEN","2017-06-07T17:13:39-0500","JOHN S. GERGEN",,,12,12,0,2,14,0,14,11,1,,"2F2G2T3H3J",,"0","0","1","0","0","0","1","0","0","0","0","0","1","0",,"0","0","0","FILING_RECEIVED","2017-06-07","Filed with authorized/valid electronic signature",,"Filed with authorized/valid electronic signature",,,"1",,"RONALD ARCULEO","DELOITTE TAX LLP","1700 MARKET STREET",,"PHILALDELPHIA","PA","19103",,,,,,,"2152462300",,11,,,,,
"20170607171506P030059830833001","2016-01-01","2016-12-31","2",,,,,,,,,,,,"BLOOMINGTON RADIOLOGY, S.C. PROFIT SHARING PLAN","001","1974-09-30","BLOOMINGTON RADIOLOGY, S.C.",,,"2200 FORT JESSE ROAD, SUITE 280",,"NORMAL","IL","61761",,,,,,,,,,,,,,,,,,"370967068","3094521788","621111",,,,,,,,,,,,,,,,,,,"2017-06-07T17:37:55-0500","ADRIAN CORDOBA",,,,,19,16,0,2,18,0,18,18,0,,"2E2G",,,,"1",,,,"1",,"1",,,,"1",,,,,,"FILING_RECEIVED","2017-06-07","Filed with authorized/valid electronic signature",,,,,"1",,,,,,,,,,,,,,,,,16,,,,,
"20170607171744P040056764791001","2016-01-01","2016-12-31","2",,"0","0","0","0","0","1","0","0","0",,"DANA KEPNER COMPANY 401(K) PLAN","002","1992-01-01","DANA KEPNER COMPANY INC.",,,"700 ALCOTT ST",,"DENVER","CO","802044132",,,,,,,,,,,,,,,,,,"841292785","3034463976","423990",,,,,,,,,,,,,,,,,,,"2017-06-07T11:30:08-0500","ANN ENGLEHART","2017-06-07T11:30:08-0500","ANN ENGLEHART",,,196,149,0,31,180,1,181,166,6,,"2E2F2G2J2K2S2T3D",,"0","0","1","0","0","0","1","0","1","0","0","1","0","0",,"1","1","0","FILING_RECEIVED","2017-06-07","Filed with authorized/valid electronic signature",,"Filed with authorized/valid electronic signature",,,"1",,,,,,,,,,,,,,,,,153,,,,,
"20170607105748P030059287857001","2016-01-01","2016-12-31","2",,"0","0","1","0","0","0","0","0","0",,"FITZ AEROSPACE BENEFIT PLAN","501","2009-01-01","FITZ AEROSPACE",,,"6625 IRON HORSE BLVD",,"NORTH RICHLAND HILLS","TX","76180",,,,,,,,,,,,,,,,,,"300708554","8174791541","332510",,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,,,,,,,"4A4B4D4F","1","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","FILING_RECEIVED","2017-06-07",,,,,,"1",,,,,,,,,,,,,,,,,0,"2",,,"2017-06-05T07:00:00-0500","MARISSA KELLY"
"20170607105954P030052369959001","2016-01-01","2016-12-31","2",,"0","0","0","0","0","0","0","0","0",,"COPLEY AT STOUGHTON 401(K) RETIREMENT PLAN","001","1999-07-01","COPLEY AT STOUGHTON",,,"380 SUMNER ST",,"STOUGHTON","MA","020723430",,,,,,,,,,,,,,,,,,"043015167","7813412300","623000","COPLEY AT STOUGHTON",,"380 SUMNER ST",,"STOUGHTON","MA","020723430",,,,,,,"043015167","7813412300",,,,"2017-06-07T10:59:37-0500","MARIA O'CONNELL UNDA",,,,,182,169,0,7,176,0,176,53,0,,"2E2G2J2K2T3D",,"0","0","1","0","0","0","1","0","1","0","0","1","0","0","0","1","1","0","FILING_RECEIVED","2017-06-07","Filed with authorized/valid electronic signature",,,,,,,,,,,,,,,,,,,,,,168,,,,,
